time,lat,long,mag,nst,net,id
32720,31.663,-104.414,2.7,26,tx,tx2025kogj
32710,31.715,-104.329,2.6,4,tx,tx2025kogi
32700,59.5034,-152.6966,1.6,,ak,ak0256xrej4u
32690,47.764333333333,-122.749,1.25,21,uw,uw62118621
32680,38.836334228516,-122.80349731445,1.08,16,nc,nc75188911
32670,61.2379,-150.1138,2,,ak,ak0256xrdnww
32660,37.2579,-118.2015,1.4,8,nn,nn00898256
32650,38.832668304443,-122.79100036621,1.56,30,nc,nc75188906
32640,38.831001281738,-122.79100036621,2.32,56,nc,nc75188901
32630,47.821166666667,-122.042,2.76,78,uw,uw62118611
32620,55.0752,-162.0709,1.5,,ak,ak0256xqtnn3
32610,58.3654,-153.8742,1.6,,ak,ak0256xqthk0
32600,34.5618333,-119.0315,1.24,20,ci,ci40981511
32590,34.5556667,-119.0235,0.95,13,ci,ci37728956
32580,34.5623333,-119.0283333,1.26,24,ci,ci40981503
32570,60.1732,-153.0667,1.7,,ak,ak0256xqc520
32560,37.2186,-24.3741,4.7,66,us,us6000qh07
32550,31.531,-104.021,2.3,30,tx,tx2025koar
32540,37.487666666667,-121.49283333333,0.95,13,nc,nc75188841
32530,60.0933,-153.1541,1.9,,ak,ak0256wgcrnd
32520,19.488666666667,-154.98216666667,2.44,43,hv,hv74684667
32510,20.001166666667,-155.391,2.41,15,hv,hv74684662
32500,59.8057,-153.8041,1.8,,ak,ak0256wg04vt
32490,60,-153.0414,1.7,,ak,ak0256wfz48p
32480,-8.9449,127.1168,4.6,31,us,us6000qgzz
32470,63.2398,-150.6214,1.6,,ak,ak0256wfwklu
32460,32.0355,-116.5395,1.85,15,ci,ci40981407
32450,31.498,-103.951,1.5,11,tx,tx2025knyi
32440,31.537,-104.018,2,26,tx,tx2025knxx
32430,17.396,-62.883,2.7,8,us,us6000qgzw
32420,55.0026,-161.1289,2,,ak,ak0256wfdlfk
32410,31.489,-103.968,2.6,27,tx,tx2025knxl
32400,47.562666666667,-122.224,1.07,12,uw,uw62118516
32390,63.3628,-153.2388,1.4,,ak,ak0256wfb9ul
32380,35.76016667,-98.48383333,1.5,53,ok,ok2025knwn
32370,49.360833333333,-120.4865,1.69,8,uw,uw62118501
32360,40.039333333333,-123.773,1.68,33,nc,nc75188781
32350,17.9505,-67.0195,2.14,5,pr,pr71484013
32340,33.4768333,-116.4513333,1.27,22,ci,ci40981351
32330,58.9989,-154.5109,2.1,,ak,ak0256wes1w7
32320,53.86,-164.3304,1.9,,ak,ak0256weqnwv
32310,38.836666107178,-122.78450012207,1.05,12,nc,nc75188766
32300,47.468,-121.84033333333,1.08,8,uw,uw62118496
32290,36.451833333333,-121.025,1.01,10,nc,nc75188761
32280,38.761165618896,-122.73066711426,1.3,26,nc,nc75188756
32270,59.8787,-151.1815,1.8,,ak,ak0256welt93
32260,56.021,-160.4666,1.7,,ak,ak0256weki4c
32250,45.486333333333,-123.98016666667,1.32,14,uw,uw62118486
32240,19.565500259399,-155.55516052246,1.71,29,hv,hv74684582
32230,33.189,-116.04,1.58,56,ci,ci40981287
32220,54.5181,-163.3828,1.8,,ak,ak0256we22ig
32210,41.5672,142.1152,4.3,84,us,us6000qgyt
32200,60.0896,-148.0178,2.1,,ak,ak0256we1glh
32190,46.004333333333,-112.463,1.42,10,mb,mb90090638
32180,31.611,-104.142,1.5,30,tx,tx2025knss
32170,37.949333333333,-122.03083333333,3.06,175,nc,nc75188731
32160,34.64416667,-96.79816667,1.64,86,ok,ok2025knrw
32150,55.4754,-158.7943,2.1,,ak,ak0256wdyuq0
32140,33.8253333,-117.4841667,1.5,28,ci,ci40981239
32130,34.9933333,-118.1998333,1.28,24,ci,ci40981231
32120,38.843166351318,-122.87616729736,1.12,17,nc,nc75188716
32110,61.7988,-150.9881,1.8,,ak,ak0256wdxbwf
32100,37.0955,-118.22866666667,1.82,24,nc,nc75188706
32090,38.818332672119,-122.80149841309,0.98,12,nc,nc75188701
32080,58.0811,-143.4792,2.9,43,us,us6000qi0f
32070,33.5651667,-117.4978333,1.09,21,ci,ci40981175
32060,31.527,-104.016,1.9,41,tx,tx2025knrb
32050,33.373,-116.9465,1.01,37,ci,ci40981159
32040,51.5173,-176.0414,1.6,,ak,ak0256wdfdnu
32030,31.521,-104.02,1.8,13,tx,tx2025knra
32020,51.478,178.6965,2.7,17,us,us6000qi09
32010,28.1609,131.0341,4.5,69,us,us6000qgyd
32000,35.0988333,-118.2663333,1.48,33,ci,ci40981143
31990,54.7127,-163.4514,1.8,,ak,ak0256wd2wqj
31980,33.0555,-115.0075,1.42,15,ci,ci40981127
31970,32.55,-101.133,1.4,21,tx,tx2025knpv
31960,18.0115,-66.7405,2.2,14,pr,pr71484003
31950,32.445,-102.059,1.2,23,tx,tx2025knpp
31940,-6.362,151.5403,4.3,20,us,us6000qk42
31930,31.672,-104.396,2,31,tx,tx2025knpi
31920,31.614,-104.166,1.6,26,tx,tx2025knph
31910,54.556,-163.3422,1.7,,ak,ak0256wcwwmq
31900,44.624166666667,-112.03616666667,1.61,26,mb,mb90090618
31890,61.0339,-138.5454,1.5,,ak,ak0256wctapz
31880,31.672,-104.395,1.5,21,tx,tx2025knon
31870,54.4969,-163.3244,1.7,,ak,ak0256wcrqjn
31860,17.959833333333,-66.944333333333,1.52,5,pr,pr71483993
31850,31.529,-104.017,1.6,23,tx,tx2025knoe
31840,52.3353,-173.761,2.7,,ak,ak0256wcgfke
31830,31.657,-104.413,1.8,22,tx,tx2025knnx
31820,38.9489,141.9613,4.1,16,us,us6000qgxz
31810,-22.1821,-176.2702,5.2,91,us,us6000qgxv
31800,61.8151,-150.2232,2.4,,ak,ak0256wce930
31790,18.893,-66.902166666667,2.95,8,pr,pr71483983
31780,32.145,-101.056,1.8,26,tx,tx2025knnj
31770,19.1375,-155.4985,2.7,55,hv,hv74684452
31760,34.349,-96.985,1.33,26,ok,ok2025knly
31750,63.5311,-161.2801,1.9,,ak,ak0256wc70k2
31740,36.5765,-89.594666666667,1.45,27,nm,nm60607331
31730,36.253,-95.80633333,1.46,67,ok,ok2025knkz
31720,61.8719,-150.0264,1.5,,ak,ak0256wbrrd6
31710,46.827166666667,-120.55383333333,1,11,uw,uw62118411
31700,51.6612,-175.2052,2.5,,ak,ak0256wbqwke
31690,31.534,-104.016,1.6,21,tx,tx2025knld
31680,52.1807,-169.267,2.1,,ak,ak0256wbp7b3
31670,35.0985,-118.272,0.98,20,ci,ci40981007
31660,52.3192,-173.5973,2.7,,ak,ak0256wbm5zl
31650,31.525,-104.017,1.7,30,tx,tx2025knko
31640,54.5604,-161.6132,1.9,,ak,ak0256wbl4sw
31630,36.267,-95.22383333,1.65,46,ok,ok2025knjv
31620,32.8511,136.9789,4.2,127,us,us6000qgx4
31610,44.424166666667,-114.06883333333,1.68,11,mb,mb90090578
31600,54.4857,-163.3478,1.6,,ak,ak0256wb5q20
31590,54.463,-163.3347,1.7,,ak,ak0256wb3aa0
31580,38.833667755127,-122.8801651001,2.01,42,nc,nc75188621
31570,54.5073,-163.3537,1.6,,ak,ak0256wb2bgn
31560,51.4064,-178.353,2.1,,ak,ak0256wb222l
31550,54.5729,-163.3871,1.9,,ak,ak0256wb1myu
31540,33.4216667,-116.4431667,0.97,54,ci,ci40980967
31530,54.5012,-163.3276,2.3,,ak,ak0256wazusx
31520,38.838165283203,-122.83833312988,1.07,20,nc,nc75188616
31510,60.1992,-152.821,1.8,,ak,ak0256waz31h
31500,54.488,-163.3382,2.2,,ak,ak0256wape29
31490,31.669,-104.361,1.5,24,tx,tx2025knih
31480,51.1594,-176.1327,1.9,,ak,ak0256waozv0
31470,32.352,-102.102,1.3,25,tx,tx2025knie
31460,39.016666666667,-111.393,1.18,8,uu,uu80109361
31450,52.3075,-173.6871,2.8,,ak,ak0256wao319
31440,54.4053,-163.3145,4.2,42,us,us6000qgw0
31430,37.302333333333,-114.19366666667,1.89,9,uu,uu80109356
31420,58.1081,-137.6007,2.1,,ak,ak0256wamm4u
31410,51.404,179.9622,1.8,,ak,ak0256wala32
31400,36.27616667,-97.49933333,1.09,55,ok,ok2025kngy
31390,55.1767,-160.6519,1.7,,ak,ak0256wak8ie
31380,35.3231667,-117.808,1.03,27,ci,ci40980903
31370,61.7821,-150.2641,2.5,,ak,ak0256wai489
31360,19.185333251953,-155.48699951172,2.4,33,hv,hv74684372
31350,19.269166946411,-155.48432922363,2.32,18,hv,hv74684367
31340,19.183333333333,-67.0645,3.15,9,pr,pr71483973
31330,61.3047,-146.8545,1.8,,ak,ak0256wagmuw
31320,35.3223333,-117.8063333,0.96,24,ci,ci40980895
31310,31.531,-104.014,2.1,35,tx,tx2025kngl
31300,52.3467,-173.6566,2.4,,ak,ak0256wacyw9
31290,35.0966,25.2194,4.3,64,us,us6000qgv0
31280,65.8317,-150.9978,1.5,,ak,ak0256w9zhmv
31270,40.3215,-124.681,2.64,77,nc,nc75188606
31260,35.3248333,-117.8098333,1,28,ci,ci40980871
31250,60.1729,-152.8218,1.7,,ak,ak0256w9xhsb
31240,55.0184,-159.3054,1.9,,ak,ak0256w9vzoq
31230,55.044,-159.2763,2,,ak,ak0256w9u2je
31220,62.4838,-149.2839,1.9,,ak,ak0256w9svmo
31210,61.8592,-150.7825,1.7,,ak,ak0256w9slqy
31200,53.4199,-166.8998,1.7,,ak,ak0256w9hn6x
31190,52.3261,-173.7153,1.6,,ak,ak0256w9gf60
31180,32.113,-101.912,1.2,43,tx,tx2025kndg
31170,60.0388,-152.8207,1.8,,ak,ak0256w9ein4
31160,19.4025,-155.282,2.78,51,hv,hv74684337
31150,55.0129,-159.345,2.2,,ak,ak0256w9avdv
31140,37.368666666667,-118.4165,1.63,29,nc,nc75188596
31130,54.4592,-157.4157,2.7,,ak,ak0256w9956v
31120,52.3041,-173.6766,3,,ak,ak0256w999iy
31110,59.0054,-152.0762,1.7,,ak,ak0256w98i52
31100,65.8633,-150.9648,1.9,,ak,ak0256w989t6
31090,55.1042,-159.4452,3.3,,ak,ak0256w964xu
31080,60.4773,-151.4298,2.4,,ak,ak0256w8w7na
31070,38.816333770752,-122.74416351318,1.14,12,nc,nc75188591
31060,54.2016,-162.186,2.5,,ak,ak0256w8v42q
31050,32.4,-102.058,1,23,tx,tx2025knbo
31040,38.6582,-119.7869,1.3,10,nn,nn00898218
31030,52.3248,-173.6644,2.4,,ak,ak0256w8rokk
31020,52.3234,-173.6248,3.1,,ak,ak0256w8qups
31010,52.3076,-173.6835,3.4,,ak,ak0256w8oym1
31000,32.759,-118.0845,2.63,32,ci,ci40980815
30990,34.0921667,-117.8051667,1.18,57,ci,ci40980799
30980,53.5276,-165.042,2.1,,ak,ak0256w8mfpb
30970,52.3379,-173.6828,2,,ak,ak0256w8m7r4
30960,38.838165283203,-122.83750152588,1.01,23,nc,nc75188576
30950,52.3068,-173.5651,2.6,,ak,ak0256w8ajz7
30940,52.3216,-173.7509,2.7,,ak,ak0256w8adcr
30930,53.793,-164.0362,2.4,,ak,ak0256w89inv
30920,52.31,-173.7298,3.3,,ak,ak0256w89beu
30910,52.3509,-173.5479,5.1,142,us,us6000qgul
30900,33.7035,-116.7255,1.04,52,ci,ci40980767
30890,-22.584,-68.752,4.2,17,us,us6000qgui
30880,33.9878333,-117.186,1.3,70,ci,ci40980759
30870,31.807,-101.911,1.2,30,tx,tx2025kmyg
30860,35.3233333,-117.8073333,1.39,41,ci,ci40980743
30850,33.044,-115.897,1.29,47,ci,ci40980735
30840,61.1145,-150.9286,2.1,,ak,ak0256w7ml9e
30830,18.9323,-65.4023,3.59,20,pr,pr2025150000
30820,61.4853,-149.2312,1.8,,ak,ak0256w7icl2
30810,53.8521,-164.8454,2.9,22,us,us6000qhyq
30800,-20.7196,173.6803,4.2,27,us,us6000qk3q
30790,68.679,-145.0778,1.6,,ak,ak0256w7gfcs
30780,36.8229,71.0979,4,35,us,us6000qgub
30770,60.3268,-152.9704,1.7,,ak,ak0256w7eotq
30760,38.833000183105,-122.81349945068,0.98,20,nc,nc75188546
30750,34.2696667,-118.4263333,1.38,47,ci,ci40980727
30740,38.6619,-119.7855,1.3,7,nn,nn00898215
30730,35.319,-117.8055,1.03,30,ci,ci40980711
30720,60.368,-152.2125,2.4,,ak,ak0256w713hr
30710,34.0825,-117.8176667,1.2,52,ci,ci40980695
30700,53.806666666667,-166.69116666667,1.18,15,av,av93622131
30690,17.968333333333,-66.720833333333,2.29,11,pr,pr71483953
30680,31.66,-104.413,1.5,20,tx,tx2025kmva
30670,34.3585,-117.0943333,1.19,60,ci,ci40980687
30660,44.347333333333,-115.0325,1.43,14,mb,mb90090528
30650,-7.3263,122.5882,4.5,32,us,us6000qgu5
30640,35.145166666667,-82.905666666667,2.43,14,se,se60607286
30630,28.387,-99.784,2.3,14,tx,tx2025kmup
30620,17.97,-66.713333333333,2.24,9,pr,pr71483948
30610,60.0876,-152.2226,1.6,,ak,ak0256w6tfel
30600,35.9565,-117.3685,1.44,28,ci,ci40980671
30590,60.0458,-152.7402,1.6,,ak,ak0256w6ipxi
30580,53.806666666667,-166.69083333333,1.03,9,av,av93622096
30570,31.939,-103.38,2.1,16,tx,tx2025kmty
30560,32.149,-101.056,2.2,26,tx,tx2025kmtw
30550,73.5227,8.2869,4.2,23,us,us6000qk3m
30540,61.8116,-150.0566,1.6,,ak,ak0256w6b91h
30530,-17.7332,-178.8178,4.1,41,us,us6000qk3l
30520,31.555,-104.193,1.6,21,tx,tx2025kmrv
30510,40.035666666667,-123.77516666667,1.69,40,nc,nc75188531
30500,-53.3145,9.1611,6.2,60,us,us6000qgts
30490,-13.2208,167.1934,4.9,32,us,us6000qgtr
30480,47.6261,-70.0172,1.8,12,us,us6000qh0n
30470,37.1725,-121.5475,1.03,23,nc,nc75188516
30460,38.816833496094,-122.82233428955,1.43,31,nc,nc75188511
30450,53.2314,-166.4196,1.9,,ak,ak0256w5c89t
30440,-10.7522,162.5333,4.6,21,us,us6000qgtn
30430,59.7435,-153.3582,2.2,,ak,ak0256w5arz5
30420,35.6328333,-117.4203333,1.37,36,ci,ci40980607
30410,60.6173,-151.8172,2.1,,ak,ak0256w58h18
30400,61.0176,-151.1388,1.6,,ak,ak0256w57se7
30390,-37.2993,177.0479,4.3,18,us,us6000qgth
30380,18.938666666667,-64.7775,3.18,10,pr,pr71483938
30370,-14.4336,167.3696,4.6,25,us,us6000qgte
30360,37.300333333333,-121.61516666667,0.97,25,nc,nc75188496
30350,59.6898,-152.7468,1.8,,ak,ak0256w4merx
30340,38.252166666667,-112.63633333333,0.96,13,uu,uu80109296
30330,18.967333333333,-65.455333333333,3.38,12,pr,pr71483928
30320,35.5968333,-117.6006667,1.57,38,ci,ci40980535
30310,38.840167999268,-122.81033325195,1.05,16,nc,nc75188491
30300,54.4937,-159.9586,2.6,,ak,ak0256w4etqn
30290,40.731166666667,-124.24183333333,2.09,55,nc,nc75188481
30280,-23.5916,-179.9633,4.6,48,us,us6000qgt8
30270,38.992833333333,-111.40366666667,1,7,uu,uu80109291
30260,40.289666666667,-124.366,1.6,37,nc,nc75188476
30250,58.879,-154.4552,1.7,,ak,ak0256w3yzkp
30240,18.003,-66.809666666667,2.39,10,pr,pr71483918
30230,39.166333333333,-123.16833333333,1.6,29,nc,nc75188471
30220,59.9676,-153.3871,1.8,,ak,ak0256w3x9h1
30210,34.106,-117.3216667,1.8,82,ci,ci40980519
30200,-22.975,-179.4441,4.4,19,us,us6000qgt4
30190,52.3545,-173.5287,2.9,10,us,us6000qhyn
30180,61.0105,-146.6192,1.6,,ak,ak0256w3fbrb
30170,51.5882,178.6746,4.2,39,us,us6000qgu2
30160,59.9569,-153.4843,1.7,,ak,ak0256w3azyi
30150,50.8182,-173.7464,2.6,13,us,us6000qhz4
30140,38.836166381836,-122.79933166504,1.07,16,nc,nc75188436
30130,51.6586,177.957,2,,ak,ak0256w37jda
30120,38.6545,-119.80016666667,2.26,25,nc,nc75188426
30110,63.4273,-151.2005,1.6,,ak,ak0256w2rhk0
30100,24.9393,122.9194,4.6,81,us,us6000qgss
30090,62.4766,-149.2769,1.4,,ak,ak0256ut47g7
30080,58.3483,-151.0107,2.2,,ak,ak0256ut2xrf
30070,47.9283,154.1612,5,112,us,us6000qgsq
30060,2.4992,66.7693,4.5,19,us,us6000qgsu
30050,47.940333333333,-124.41883333333,1.63,25,uw,uw62118086
30040,19.411666666667,-155.64,2.33,29,hv,hv74683862
30030,41.376,-122.126,1.79,23,nc,nc75188401
30020,43.864,147.3011,5.4,133,us,us6000qgsb
30010,49.413,-120.5135,2.28,8,uw,uw62118001
30000,49.314333333333,-120.43533333333,1.98,8,uw,uw62117996
29990,28.1957,57.4037,4.4,96,us,us6000qgs4
29980,36.4085,-117.8551667,1.61,20,ci,ci40980439
29970,51.7522,-176.3083,3,20,us,us6000qi26
29960,46.873833333333,-112.5235,1.53,13,mb,mb90090383
29950,32.464,-101.873,1.2,7,tx,tx2025kmaa
29940,38.817832946777,-122.76216888428,0.95,14,nc,nc75188361
29930,38.3574,-118.9039,1.7,23,nn,nn00898181
29920,33.7846667,-116.0645,1.04,37,ci,ci40980335
29910,58.0772,-154.3447,1.7,,ak,ak0256ur51ld
29900,40.226666666667,-121.18566666667,1.93,21,nc,nc75188351
29890,44.335666666667,-115.025,1.76,10,mb,mb90090358
29880,31.666,-104.355,2,23,tx,tx2025klza
29870,17.961833333333,-66.850833333333,2.21,7,pr,pr71483908
29860,35.6186667,-117.7993333,1.22,33,ci,ci40980295
29850,35.589666666667,-90.515833333333,1.76,8,nm,nm60607271
29840,-19.8742,-173.5566,4.4,14,us,us6000qjw2
29830,35.0126667,-118.4798333,1.53,41,ci,ci40980287
29820,40.4438,-126.0848,3.2,36,us,us6000qgrk
29810,39.249,-123.21683333333,1.1,17,nc,nc75188341
29800,35.6426667,-117.4498333,1.01,30,ci,ci40980239
29790,33.9415,-115.9201667,1.54,39,ci,ci40980231
29780,40.334,-124.67133333333,2.31,42,nc,nc75188331
29770,33.8633333,-117.5033333,1.31,38,ci,ci40980183
29760,33.842,-117.4926667,1.71,50,ci,ci40980167
29750,32.3735,-115.937,0.96,20,ci,ci40980135
29740,35.322,-117.8048333,1.47,42,ci,ci40980127
29730,-20.2359,-70.1992,3.5,12,us,us6000qgqy
29720,51.9323,-177.4198,1.9,,ak,ak0256uqirju
29710,63.0423,-150.4694,1.9,,ak,ak0256uq0poe
29700,13.1316,124.1919,4.9,93,us,us6000qgqa
29690,32.037,-102.253,1.7,10,tx,tx2025kluu
29680,36.892333333333,-121.6195,1.85,35,nc,nc75188291
29670,62.2769,-150.4315,1.7,,ak,ak0256upgf6f
29660,17.985666666667,-66.807333333333,2.09,6,pr,pr71483898
29650,61.7814,-150.7487,1.5,,ak,ak0256upcolm
29640,39.314,40.3128,4.1,57,us,us6000qgpz
29630,34.2618333,-118.4766667,1.11,25,ci,ci40979919
29620,36.630833333333,-121.24816666667,1.63,33,nc,nc75188266
29610,-21.4043,-66.7667,4.9,96,us,us6000qgpx
29600,38.804332733154,-122.78366851807,1.07,20,nc,nc75188256
29590,13.0983,-89.0043,4.6,69,us,us6000qgpv
29580,51.493,-177.5718,2.5,,ak,ak0256uorbcf
29570,60.2264,-141.194,1.5,,ak,ak0256uor3ph
29560,19.1935,-155.49116666667,2.71,60,hv,hv74683547
29550,31.936,-103.388,1.4,10,tx,tx2025klqz
29540,38.829498291016,-122.80366516113,1.1,23,nc,nc75188251
29530,51.3831,177.2099,3.1,,ak,ak0256uop3ut
29520,44.335666666667,-115.02183333333,1.47,12,mb,mb90090308
29510,58.2247,-151.5591,1.8,,ak,ak0256uocqz4
29500,31.938,-103.371,2.7,16,tx,tx2025klpu
29490,32.13,-101.094,1.8,11,tx,tx2025klpl
29480,32.127,-101.103,1.7,25,tx,tx2025klpj
29470,31.942,-103.381,2.4,19,tx,tx2025klpf
29460,33.0431667,-116.4176667,0.99,42,ci,ci40979807
29450,33.1971667,-116.0045,1.53,53,ci,ci40979775
29440,38.3582,-115.8058,1.8,12,nn,nn00898172
29430,33.6988333,-117.4375,1.8,80,ci,ci40979767
29420,61.9872,-150.6632,1.4,,ak,ak0256unq8st
29410,51.4114,-176.1123,1.9,,ak,ak0256unq6i4
29400,59.0638,-150.4667,2,,ak,ak0256unme1r
29390,40.6743,-74.7121,1.9,10,us,us6000qgng
29380,31.664,-104.301,1.8,35,tx,tx2025klnk
29370,44.4069,149.5152,4.6,48,us,us6000qgne
29360,62.1375,-154.2576,1.4,,ak,ak0256unke21
29350,38.6742,-119.4642,1.2,13,nn,nn00898171
29340,31.643,-104.425,1.9,29,tx,tx2025klna
29330,60.8246,-152.1262,1.8,,ak,ak0256unes9n
29320,17.964333333333,-66.8135,2.26,8,pr,pr71483883
29310,62.9485,-147.9674,1.5,,ak,ak0256un43u5
29300,51.6369,-173.7778,2.5,,ak,ak0256un1axr
29290,31.67,-104.301,1.7,20,tx,tx2025kllc
29280,32.401,-102.058,1,13,tx,tx2025kllb
29270,38.255833333333,-112.64,1.55,29,uu,uu80109271
29260,39.8166,-120.2749,1.2,6,nn,nn00898199
29250,44.497,149.4011,5,116,us,us6000qgn1
29240,44.4557,149.4371,4.5,47,us,us6000qgn2
29230,52.1826,-174.3839,1.4,,ak,ak0256umigd7
29220,34.0398333,-117.121,1.45,72,ci,ci40979583
29210,39.1706,-119.0404,1.2,18,nn,nn00898168
29200,31.933,-103.356,1.8,10,tx,tx2025kljq
29190,60.063,-153.2821,1.8,,ak,ak0256umfmq8
29180,60.2791,-152.4419,1.8,,ak,ak0256umcxk0
29170,36.924166666667,-121.39916666667,1.67,48,nc,nc75188191
29160,54.5115,-163.3071,2,,ak,ak0256umcnhg
29150,67.4817,-162.0966,1.8,,ak,ak0256umcho7
29140,61.2924,-150.1019,1.4,,ak,ak0256um97u0
29130,31.942,-103.408,1.4,9,tx,tx2025klhw
29120,-6.4127,142.7595,4.6,37,us,us6000qgmv
29110,54.5549,-162.8604,3,23,us,us6000qht2
29100,31.669,-104.294,2,39,tx,tx2025klhp
29090,32.352,-102.102,1.2,22,tx,tx2025klhl
29080,38.4863,-116.4965,1.4,10,nn,nn00898166
29070,37.126166666667,-110.67433333333,2.11,10,uu,uu80109261
29060,36.062333333333,-120.19883333333,2.14,52,nc,nc75188161
29050,36.053833333333,-120.21616666667,1.15,28,nc,nc75188156
29040,31.614,-103.983,1.4,35,tx,tx2025klgb
29030,37.044833333333,-112.9,1.33,7,uu,uu80109256
29020,39.0065,-111.41,0.95,8,uu,uu80109251
29010,35.3193333,-117.8096667,0.95,27,ci,ci40979487
29000,36.049833333333,-120.61316666667,2.57,73,nc,nc75188136
28990,51.4788,-177.5594,3.3,24,us,us6000qht1
28980,19.191499710083,-155.49166870117,2.04,58,hv,hv74683197
28970,60.0484,-152.8979,1.9,,ak,ak0256ukkmqf
28960,38.813499450684,-122.764503479,1.47,22,nc,nc75188106
28950,44.7095,-114.8135,1.86,17,mb,mb90090283
28940,60.074,-152.6268,1.6,,ak,ak0256uk671x
28930,51.2907,179.8177,1.7,,ak,ak0256uk5n6q
28920,54.5234,-159.6769,2.8,25,us,us6000qht0
28910,-18.2942,-178.3418,4.4,24,us,us6000qjw6
28900,-21.8039,-68.4989,4.6,102,us,us6000qglj
28890,60.7144,-147.112,1.8,,ak,ak0256ujyjvv
28880,57.5424,-33.1445,4.5,110,us,us6000qglh
28870,28.976,-97.947,1.6,11,tx,tx2025klao
28860,31.68,-104.401,1.7,23,tx,tx2025klak
28850,51.818666666667,-178.8405,1.41,5,av,av93621181
28840,55.8949,-158.4953,1.6,,ak,ak0256ujg9sn
28830,51.4008,179.534,1.7,,ak,ak0256ujd1pf
28820,32.433,-102.085,1.2,16,tx,tx2025kkyx
28810,36.911333333333,-112.85933333333,1.25,9,uu,uu80109246
28800,18.782,-64.3645,3.9,21,pr,pr2025149002
28790,58.8031,-152.4735,1.7,,ak,ak0256uiuvpm
28780,31.4899,-115.6388,2.2,20,us,us6000qgla
28770,35.998,137.4035,4.3,31,us,us6000qjvi
28760,62.8451,-150.5944,1.7,,ak,ak0256uisqtl
28750,37.047666666667,-112.90166666667,1.2,9,uu,uu80003483
28740,-58.0601,-25.9461,4.2,16,us,us6000qjvt
28730,31.663,-104.414,2,31,tx,tx2025kkwx
28720,51.986,-179.9767,2.7,13,us,us6000qht6
28710,39.4129,68.9418,4.3,23,us,us6000qgks
28700,33.9325,-117.0908333,2.56,117,ci,ci40979399
28690,-44.1935,38.2596,4.6,24,us,us6000qgkp
28680,57.085666666667,-136.13583333333,1.11,6,av,av93621096
28670,63.0834,-150.9306,2.2,,ak,ak0256ui79h1
28660,31.94,-103.384,1.8,14,tx,tx2025kkvh
28650,36.9751,-104.8034,2.1,13,us,us6000qgkh
28640,54.912,-162.1705,1,6,av,av93042989
28630,54.903833333333,-162.20066666667,0.97,9,av,av93621061
28620,52.4084,-173.7786,2.9,11,us,us6000qht5
28610,-57.9833,-24.9738,5,33,us,us6000qgkg
28600,51.3503,-176.4023,1.7,,ak,ak0256uhowp0
28590,33.1656667,-115.9455,1.36,45,ci,ci40979359
28580,19.354,-67.3071,3.74,19,pr,pr2025149001
28570,40.333666666667,-111.323,1.35,15,uu,uu80109236
28560,48.748833333333,-112.2235,1.02,6,mb,mb90090658
28550,51.2504,-178.3254,1.9,,ak,ak0256uh61vn
28540,51.2335,178.1725,2,,ak,ak0256uh613k
28530,38.820999145508,-122.7876663208,1.26,19,nc,nc75188016
28520,59.0722,-151.9005,1.6,,ak,ak0256uh48sy
28510,33.1426667,-116.0676667,1.21,41,ci,ci40979343
28500,5.1781,126.8705,4.5,35,us,us6000qgk9
28490,38.254833333333,-112.63866666667,2.92,39,uu,uu80109231
28480,53.7096,-165.916,1.8,,ak,ak0256ugyj9y
28470,38.820999145508,-122.78800201416,1.1,25,nc,nc75188001
28460,38.81600189209,-122.81483459473,1,18,nc,nc75187996
28450,18.175833333333,-66.826,2.38,12,pr,pr71483838
28440,33.9668333,-116.8501667,2.72,113,ci,ci40979319
28430,-2.7566,136.0305,4.3,13,us,us6000qgk0
28420,53.3684,-166.467,1.9,,ak,ak0256ugf0gs
28410,32.165,-101.791,1.1,27,tx,tx2025kkpi
28400,32.149,-101.058,1.8,22,tx,tx2025kkow
28390,38.761001586914,-122.7294998169,1,9,nc,nc75187971
28380,47.685666666667,-120.06833333333,1.35,18,uw,uw62117476
28370,31.94,-103.383,1.7,11,tx,tx2025kkot
28360,31.609,-103.98,1.6,24,tx,tx2025kkoq
28350,-11.2956,118.536,4.5,16,us,us6000qgjv
28340,58.9279,-154.2857,1.6,,ak,ak0256ufvodm
28330,17.2366,19.5868,4.4,24,us,us6000qjvj
28320,32.9743333,-116.2781667,1.57,60,ci,ci40979287
28310,-30.6024,-178.0111,5.1,50,us,us6000qgju
28300,57.7317,-155.9588,1.8,,ak,ak0256uftqnq
28290,51.4251,-179.2207,1.9,,ak,ak0256uftbub
28280,34.0156667,-117.145,2.66,115,ci,ci40979279
28270,39.0065,-111.41916666667,1.94,27,uu,uu80109226
28260,38.9155,-123.018,1.38,51,nc,nc75187951
28250,56.9784,-157.2232,1.8,,ak,ak0256ufq2wi
28240,59.8125,-150.6983,2.6,,ak,ak0256ufe3bv
28230,65.566,-165.1996,1.9,,ak,ak0256ufdpz9
28220,55.3268,-134.7709,2.3,,ak,ak0256ufbybp
28210,-23.1427,-68.6558,4.2,14,us,us6000qgjn
28200,38.4665,-116.4746,1.6,9,nn,nn00898155
28190,36.574833333333,-89.6045,2.14,27,nm,nm60607236
28180,19.2401,-67.1798,3.68,23,pr,pr2025149000
28170,34.0185,-117.1448333,1.3,53,ci,ci40979223
28160,23.261,94.8476,4.3,36,us,us6000qgji
28150,31.717,-104.288,2.2,30,tx,tx2025kkla
